premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
food,wallpaper,no,0.5075578689575195,low,food,wallpapers
clothing,cracker,no,0.7078523635864258,high,clothing,crackers
seafood,lasagna,no,0.6346495151519775,high,seafood,lasagna
container,filing cabinet,yes,0.63773512840271,high,containers,filing cabinets
tool,scissors,yes,0.6520946621894836,high,tools,scissors
fastener,mandolin,no,0.5152755975723267,low,fasteners,mandolins
food,staple,no,0.6069252490997314,high,food,staples
food,papaya,yes,0.5961447954177856,high,food,papayas
musical instrument,drum,yes,0.7121121883392334,high,musical instruments,drums
bird,puffin,yes,0.6774771213531494,low,birds,puffins
medical equipment,tweezers,yes,0.6302461624145508,high,medical equipment,tweezers
animal,beetle,yes,0.5665567517280579,low,animals,beetles
condiment,ginger,yes,0.5999910831451416,low,condiments,ginger
food,crab,yes,0.6216166019439697,high,food,crabs
vehicle,honey,no,0.40587127208709717,low,vehicles,honey
weapon,tongs,no,0.7119994163513184,high,weapons,tongs
clothing,scallop,no,0.747904896736145,high,clothing,scallops
sea animal,stretcher,no,0.7152844667434692,high,sea animals,stretchers
mammal,ballot box,no,0.4396466314792633,low,mammals,ballot boxes
food,sauce,yes,0.5923728942871094,high,food,sauces
headwear,latch,no,0.6933696269989014,high,headwear,latches
breakfast,bassoon,no,0.5764877796173096,low,breakfasts,bassoons
tool,skewer,no,0.6023846864700317,high,tools,skewers
game,slot machine,yes,0.5548838973045349,low,games,slot machines
fruit,raisin,yes,0.5693711638450623,low,fruits,raisins
mammal,bassoon,no,0.4480927288532257,low,mammals,bassoons
electronic device,waffle iron,yes,0.5486009120941162,low,electronic devices,waffle irons
animal,wolf,yes,0.6600452661514282,high,animals,wolves
food,toast,yes,0.5194119811058044,low,food,toast
container,duckling,no,0.4174942970275879,low,containers,ducklings
clothing,shawl,yes,0.6934332847595215,high,clothing,shawls
vegetable,bassoon,no,0.4642162322998047,low,vegetables,bassoons
animal,meat,no,0.6626763343811035,high,animals,meat
tool,zucchini,no,0.5933147072792053,high,tools,zucchini
mammal,rabbit,yes,0.7127999663352966,high,mammals,rabbits
school supply,stapler,yes,0.8299018144607544,high,school supplies,staplers
electronic device,robot,no,0.6249873638153076,high,electronic devices,robots
food,mole,no,0.6340617537498474,high,food,moles
animal,cockatoo,yes,0.6302828192710876,high,animals,cockatoos
weapon,punch,no,0.7052714824676514,high,weapons,fruit punches
clothing,strawberry,no,0.48854583501815796,low,clothing,strawberries
food,tape recorder,no,0.49083253741264343,low,food,tape recorders
food,toaster,no,0.6498140692710876,high,food,toasters
tool,bulldozer,no,0.5977929830551147,high,tools,bulldozers
food,pot,no,0.6215909719467163,high,food,pots
food,pitcher,no,0.5999102592468262,high,food,pitchers
fastener,staple,yes,0.7153564691543579,high,fasteners,staples
food,bee,no,0.49326595664024353,low,food,bees
electronic device,jam,no,0.42661619186401367,low,electronic devices,jams
tool,bumper,no,0.6265767812728882,high,tools,bumpers
animal,blouse,no,0.4817262589931488,low,animals,blouses
animal,stroller,no,0.6356260776519775,high,animals,strollers
school supply,abacus,no,0.8888983130455017,high,school supplies,abacuses
plant,chickpea,no,0.762959361076355,high,plants,chickpeas
clothing,overalls,yes,0.7123311161994934,high,clothing,overalls
auto part,car door,yes,0.7124934196472168,high,auto parts,car doors
dessert,rabbit,no,0.7731623649597168,high,desserts,rabbits
toy,strawberry,no,0.45942121744155884,low,toys,strawberries
school supply,prune,no,0.5697276592254639,low,school supplies,prunes
toiletry,crow,no,0.4323856234550476,low,toiletries,crows
plant,basil,yes,0.6384738683700562,low,plants,basil
electronic device,backscratcher,no,0.6474704742431641,high,electronic devices,backscratchers
food,crayfish,yes,0.7023839950561523,high,food,crayfish
toiletry,soap,yes,0.6171981692314148,high,toiletries,soaps
animal,leech,yes,0.6706537008285522,high,animals,leeches
tool,ostrich,no,0.5929045677185059,high,tools,ostriches
water vehicle,tube top,no,0.6735422611236572,high,water vehicles,tube tops
animal,barnacle,yes,0.6177027225494385,low,animals,barnacles
medical equipment,stretcher,yes,0.7007696628570557,high,medical equipment,stretchers
toy,lego,yes,0.5565804839134216,low,toys,legos
outerwear,elephant,no,0.38940221071243286,low,outerwear,elephants
animal,bee,yes,0.5794788002967834,low,animals,bees
condiment,celery,no,0.7584286332130432,high,condiments,celeries
furniture,mirror,no,0.44517335295677185,low,furniture,mirrors
sea animal,scallop,yes,0.73280930519104,high,sea animals,scallops
protective clothing,elephant,no,0.36675870418548584,low,protective clothing,elephants
container,crate,yes,0.6936277151107788,high,containers,crates
jewelry,hairpin,yes,0.5320161581039429,low,jewelry,hairpins
container,birdbath,yes,0.6285410523414612,low,containers,birdbaths
condiment,ketchup,yes,0.7298263907432556,high,condiments,ketchup
mammal,bat,yes,0.7337533831596375,high,mammals,bats
tool,chisel,yes,0.6538903117179871,high,tools,chisels
tool,button,yes,0.5290064215660095,low,tools,buttons
animal,puppy,yes,0.5258134603500366,low,animals,puppies
dessert,bassoon,no,0.471908301115036,low,desserts,bassoons
weapon,tank,yes,0.6511284112930298,high,weapons,tanks
food,cabbage,yes,0.507229208946228,low,food,cabbages
fastener,bull,no,0.5044739246368408,low,fasteners,bulls
food,car,no,0.6110869646072388,high,food,cars
tool,scallop,no,0.6039823293685913,high,tools,scallops
office supply,paper,yes,0.7684460282325745,low,office supplies,paper
animal,eagle,yes,0.6668465733528137,high,animals,eagles
drink,calf,no,0.45047134160995483,low,drinks,calves
plant,rose,yes,0.656387448310852,high,plants,roses
bird,rearview mirror,no,0.43481209874153137,low,birds,rearview mirrors
food,turkey,yes,0.7101478576660156,high,food,turkeys
furniture,abacus,no,0.7115377187728882,high,furniture,abacuses
jewelry,necklace,yes,0.8038882613182068,high,jewelry,necklaces
vegetable,okra,yes,0.9297772645950317,high,vegetables,okra
container,hot-water bottle,yes,0.7138954401016235,high,containers,hot-water bottles
vegetable,honey,no,0.47691094875335693,low,vegetables,honey
auto part,stiletto,no,0.4384881258010864,low,auto parts,stilettoes
electronic device,cooker,yes,0.5515565872192383,low,electronic devices,cookers
vehicle,granola,no,0.4444505274295807,low,vehicles,granola
garden tool,bassoon,no,0.43933048844337463,low,garden tools,bassoons
footwear,duckling,no,0.4276878833770752,low,footwear,ducklings
kitchen tool,bull,no,0.411109060049057,low,kitchen tools,bulls
jewelry,elephant,no,0.37099504470825195,low,jewelry,elephants
garden tool,plunger,no,0.7570891976356506,high,garden tools,plungers
jewelry,barrette,yes,0.5595541000366211,low,jewelry,barrettes
insect,margarita,no,0.37876492738723755,low,insects,margaritas
tool,creme brulee,no,0.40848156809806824,low,tools,creme brulee
food,roadsweeper,no,0.6035306453704834,high,food,roadsweepers
weapon,latch,no,0.7125688195228577,high,weapons,latches
plant,mint,yes,0.6545379757881165,high,plants,mint
mammal,elephant,yes,0.5111169815063477,low,mammals,elephants
mammal,jelly bean,no,0.4457705616950989,low,mammals,jelly beans
vehicle,mandolin,no,0.4415106475353241,low,vehicles,mandolins
tool,stretcher,no,0.6749335527420044,high,tools,stretchers
women's clothing,kimono,yes,0.8063862323760986,low,women's clothes,kimonos
animal,warthog,yes,0.6487815380096436,high,animals,warthogs
electronic device,cord,no,0.6085497140884399,high,electronic devices,cords
food,noodle,yes,0.7061781883239746,high,food,noodles
drink,goose,no,0.7508374452590942,high,drinks,geese
food,ravioli,yes,0.5481970310211182,low,food,ravioli
medical equipment,tube top,no,0.6902058720588684,high,medical equipment,tube tops
furniture,fly,no,0.45025864243507385,low,furniture,flies
animal,jelly bean,no,0.47179311513900757,low,animals,jelly beans
outerwear,costume,no,0.6971502900123596,high,outerwear,costumes
tool,wire cutters,yes,0.5992424488067627,high,tools,wire cutters
electronic device,projector,yes,0.7512314319610596,high,electronic devices,projectors
food,pineapple,yes,0.5979540348052979,high,food,pineapples
seafood,pickle,no,0.6624120473861694,high,seafood,pickles
sea animal,cantaloupe,no,0.7232609987258911,high,sea animals,cantaloupes
electronic device,bacon,no,0.41628074645996094,low,electronic devices,bacon
weapon,banana,no,0.4373592734336853,low,weapons,bananas
food,grapefruit,yes,0.5742082595825195,low,food,grapefruits
food,dustpan,no,0.7027007937431335,high,food,dustpans
fastener,cantaloupe,no,0.778660774230957,high,fasteners,cantaloupes
sea animal,clam,yes,0.7266660928726196,high,sea animals,clams
vehicle,snowplow,yes,0.5997148752212524,low,vehicles,snowplows
musical instrument,clarinet,yes,0.642760157585144,low,musical instruments,clarinets
protective clothing,life jacket,yes,0.6358083486557007,high,protective clothing,life jackets
container,coleslaw,no,0.47851234674453735,low,containers,coleslaws
food,weed,no,0.6215325593948364,high,food,weeds
headwear,top hat,yes,0.6917551755905151,low,headwear,top hats
food,bean,yes,0.6145570874214172,high,food,beans
animal,rabbit,yes,0.7298123836517334,high,animals,rabbits
toy,kaleidoscope,yes,0.9082399010658264,high,toys,kaleidoscopes
food,mushroom,yes,0.680150032043457,high,food,mushrooms
bird,penguin,yes,0.6841738224029541,high,birds,penguins
food,barrel,no,0.5115909576416016,low,food,barrels
furniture,bassoon,no,0.4464082419872284,low,furniture,bassoons
vehicle,space shuttle,yes,0.5753657817840576,low,vehicles,space shuttles
container,tank,yes,0.7012982964515686,high,containers,tanks
animal,weasel,yes,0.6752050518989563,high,animals,weasels
mammal,boar,yes,0.6408196687698364,low,mammals,boars
jewelry,latch,no,0.6601758003234863,high,jewelry,latches
insect,stiletto,no,0.37673819065093994,low,insects,stilettoes
headwear,toga,no,0.7128306031227112,high,headwear,togas
garden tool,honey,no,0.4372832775115967,low,garden tools,honey
food,bat,no,0.5953081846237183,high,food,bats
plant,grass,yes,0.6399012804031372,low,plants,grass
medical equipment,latch,no,0.6842392086982727,high,medical equipment,latches
electronic device,sewing machine,yes,0.6008036732673645,high,electronic devices,sewing machines
clothing,whisk,no,0.7655640840530396,high,clothing,whisks
breakfast,hamburger,yes,0.8036283850669861,high,breakfasts,hamburgers
kitchen tool,turkey,no,0.7123951315879822,high,kitchen tools,turkeys
fruit,margarita,no,0.41538703441619873,low,fruits,margaritas
animal,stained glass,no,0.4793701171875,low,animals,stained glass
home decor,doorknocker,yes,0.5420980453491211,high,home decor,doorknockers
electronic device,apple,no,0.4187828004360199,low,electronic devices,apples
animal,triangle,no,0.6241185069084167,high,animals,triangles
food,letter opener,no,0.5968880653381348,high,food,letter openers
toy,dollhouse,yes,0.9495341777801514,high,toys,dollhouses
vegetable,lasagna,no,0.803297758102417,high,vegetables,lasagna
musical instrument,bassoon,yes,0.5696576833724976,low,musical instruments,bassoons
food,tamale,yes,0.4949336051940918,low,food,tamales
food,macaroni,yes,0.6917866468429565,high,food,macaroni
container,cordon bleu,no,0.4722519516944885,low,containers,cordon bleu sandwiches
auto part,car seat,yes,0.7170348167419434,high,auto parts,car seats
mammal,monkey,yes,0.6684991121292114,high,mammals,monkeys
clothing,glove,yes,0.747675895690918,high,clothing,gloves
plant,pumpkin,no,0.6948045492172241,high,plants,pumpkins
school supply,book,yes,0.7673916816711426,low,school supplies,books
furniture,rooster,no,0.4223731756210327,low,furniture,roosters
water vehicle,seaplane,yes,0.6207453012466431,low,water vehicles,seaplanes
food,clove,yes,0.5555254817008972,low,food,cloves
tool,nail,yes,0.5597221255302429,low,tools,nails
musical instrument,accordion,yes,0.6793981790542603,high,musical instruments,accordions
food,kebab,yes,0.5868189334869385,high,food,kebabs
food,gyro,yes,0.5492432713508606,low,food,gyros
food,garlic,yes,0.5349624156951904,low,food,garlic
animal,lettuce,no,0.6196274757385254,low,animals,lettuce
clothing,shirt,yes,0.70279461145401,high,clothing,shirts
food,doll,no,0.4903923273086548,low,food,dolls
seafood,goose,no,0.6704344749450684,high,seafood,geese
garden tool,hose,yes,0.5782174468040466,low,garden tools,hoses
furniture,coat rack,yes,0.57122403383255,low,furniture,coat racks
vegetable,chickpea,yes,0.8109310865402222,high,vegetables,chickpeas
clothing,bus,no,0.7106063365936279,high,clothing,buses
vehicle,lighter,no,0.6803772449493408,high,vehicles,lighter
weapon,margarita,no,0.4199516475200653,low,weapons,margaritas
furniture,highlighter,no,0.708567202091217,high,furniture,highlighters
vehicle,car door,no,0.6450306177139282,high,vehicles,car doors
auto part,envelope,no,0.6840423345565796,high,auto parts,envelopes
breakfast,muffin,yes,0.8702305555343628,high,breakfasts,muffins
electronic device,cellphone,yes,0.6004998087882996,high,electronic devices,cellphones
breakfast,toast,yes,0.7447817325592041,low,breakfasts,toast
food,toothbrush,no,0.5118579864501953,low,food,toothbrushes
office supply,bull,no,0.523966908454895,low,office supplies,bulls
breakfast,brake,no,0.5686118602752686,low,breakfasts,brakes
food,buffet,yes,0.7105082273483276,high,food,buffets
auto part,whisk,no,0.6808872222900391,high,auto parts,whisks
musical instrument,whisk,no,0.6968870162963867,high,musical instruments,whisks
clothing,macaroni,no,0.7059900760650635,high,clothing,macaroni
food,cream cheese,yes,0.5011982917785645,low,food,cream cheese
clothing,sock,yes,0.6886871457099915,low,clothing,socks
food,tambourine,no,0.48238393664360046,low,food,tambourines
vehicle,airplane,yes,0.6510266065597534,high,vehicles,airplanes
headwear,bonnet,yes,0.6229604482650757,low,headwear,bonnets
animal,starfish,yes,0.6048555374145508,low,animals,starfish
food,inhaler,no,0.6077688932418823,high,food,inhalers
toiletry,makeup,yes,0.6138888597488403,high,toiletries,makeup
bird,bikini,no,0.4328785538673401,low,birds,bikinis
food,combination lock,no,0.5040121078491211,low,food,combination locks
sea animal,goose,no,0.732200026512146,high,sea animals,geese
food,penlight,no,0.4872798025608063,low,food,penlights
school supply,whiteboard,yes,0.8085681796073914,high,school supplies,whiteboards
food,potato,yes,0.6101688146591187,high,food,potatoes
clothing,cocktail,no,0.5074987411499023,low,clothing,cocktails
sea animal,hippopotamus,no,0.731140673160553,high,sea animals,hippos
weapon,puppy,no,0.41764023900032043,low,weapons,puppies
tool,sledgehammer,yes,0.6060597896575928,high,tools,sledgehammers
toy,zebra,no,0.4165019690990448,low,toys,zebras
tool,inkwell,no,0.5908888578414917,high,tools,inkwells
clothing,diaper,yes,0.7309967279434204,high,clothing,diapers
protective clothing,stretcher,no,0.6905139684677124,high,protective clothing,stretchers
condiment,butter,yes,0.6204726696014404,low,condiments,butter
food,candy cane,yes,0.5745638608932495,low,food,candy canes
tool,sawhorse,yes,0.5595707893371582,low,tools,sawhorses
water vehicle,margarita,no,0.40516015887260437,low,water vehicles,margaritas
tool,knob,yes,0.5306581258773804,low,tools,knobs
animal,ram,yes,0.6077368259429932,low,animals,rams
dessert,ice cream,yes,0.6657170653343201,low,desserts,ice creams
bird,cocktail,no,0.42700937390327454,low,birds,cocktails
mammal,coral,no,0.6870527267456055,high,mammals,corals
animal,sprouts,no,0.7020779848098755,high,animals,sprouts
plant,goose,no,0.6873946189880371,high,plants,geese
clothing,zucchini,no,0.7247621417045593,high,clothing,zucchini
animal,ski boots,no,0.45947688817977905,low,animals,ski boots
game,envelope,no,0.6592071056365967,high,games,envelopes
clothing,swab,no,0.7303863763809204,high,clothing,swabs
clothing,visor,yes,0.6889995336532593,high,clothing,visors
food,maggot,no,0.5976207852363586,high,food,maggots
electronic device,computer screen,yes,0.647781252861023,high,electronic devices,computer screens
container,mandolin,no,0.4602968096733093,low,containers,mandolins
food,hotplate,no,0.602432906627655,high,food,hotplates
container,turkey,no,0.6700366735458374,high,containers,turkeys
bird,bat,no,0.7215641140937805,high,birds,bats
outerwear,blazer,yes,0.6418759822845459,high,outerwear,blazers
electronic device,copier,yes,0.5626282691955566,low,electronic devices,copiers
school supply,chalk,yes,0.8786028623580933,high,school supplies,chalks
plant,trident,no,0.4397984743118286,low,plants,tridents
animal,leopard,yes,0.6235677599906921,low,animals,leopards
electronic device,dishwasher,yes,0.5740083456039429,high,electronic devices,dishwashers
water vehicle,bus,no,0.669593334197998,high,water vehicles,buses
animal,panther,yes,0.6552777290344238,high,animals,panthers
dessert,cantaloupe,no,0.7647333741188049,high,desserts,cantaloupes
clothing,bracelet,yes,0.7089850902557373,high,clothing,bracelets
insect,fly,yes,0.6642754077911377,high,insects,flies
container,wine bottle,yes,0.6295826435089111,low,containers,wine bottles
food,trumpet,no,0.4996451735496521,low,food,trumpets
tool,nail clippers,yes,0.6380783319473267,high,tools,nail clippers
kitchen tool,peeler,yes,0.6154516935348511,high,kitchen tools,peelers
container,pitcher,yes,0.6727217435836792,high,containers,pitchers
mammal,pickle,no,0.6621382236480713,high,mammals,pickles
weapon,machine gun,yes,0.6528002619743347,high,weapons,machine guns
game,pinball,yes,0.6317782402038574,high,games,pinballs
food,router,no,0.597362756729126,high,food,routers
clothing,corsage,no,0.726818859577179,high,clothing,corsages
container,shopping basket,yes,0.6360950469970703,high,containers,shopping baskets
kitchen equipment,oven,yes,0.7233550548553467,high,kitchen equipment,ovens
container,mirror,no,0.4695337414741516,low,containers,mirrors
drink,pickle,no,0.7682071328163147,high,drinks,pickles
vehicle,dustpan,no,0.6912695169448853,high,vehicles,dustpans
electronic device,vulture,no,0.4140828549861908,low,electronic devices,vultures
school supply,highlighter,yes,0.9308430552482605,high,school supplies,highlighters
tool,spear,no,0.7440975904464722,high,tools,spears
dessert,crepe,yes,0.7373138070106506,high,desserts,crepes
tool,noodle,no,0.6216775178909302,high,tools,noodles
school supply,calculator,yes,0.750584602355957,low,school supplies,calculators
animal,dustpan,no,0.6863352060317993,high,animals,dustpans
furniture,mixer,no,0.6813491582870483,high,furniture,mixers
breakfast,cinnamon,no,0.907462477684021,high,breakfasts,cinnamon
weapon,bazooka,yes,0.6564182639122009,high,weapons,bazookas
toy,hula hoop,yes,0.6987889409065247,high,toys,hula hoops
office supply,rubber band,yes,0.8039214611053467,high,office supplies,rubber bands
clothing,banana,no,0.47882503271102905,low,clothing,bananas
vegetable,cinnamon,no,0.7877947092056274,high,vegetables,cinnamon
animal,pig,yes,0.6283872127532959,high,animals,pigs
vehicle,generator,no,0.6432292461395264,high,vehicles,generators
sea animal,toast,no,0.4480825960636139,low,sea animals,toast
water vehicle,honey,no,0.4117087125778198,low,water vehicles,honey
game,rooster,no,0.4187811315059662,low,games,roosters
food,zucchini,yes,0.700823962688446,high,food,zucchini
vehicle,chain,no,0.6944156289100647,high,vehicles,chains
protective clothing,calf,no,0.3977985382080078,low,protective clothing,calves
toiletry,backscratcher,no,0.7054938077926636,high,toiletries,backscratchers
weapon,prune,no,0.4087713658809662,low,weapons,prunes
plant,poinsettia,yes,0.6877744793891907,high,plants,poinsettias
food,crystal ball,no,0.4811958968639374,low,food,crystal balls
sea animal,beaver,no,0.7264995574951172,high,sea animals,beavers
electronic device,marker,no,0.6058998107910156,high,electronic devices,markers
dessert,fruitcake,yes,0.7614472508430481,high,desserts,fruitcakes
plant,hedge,yes,0.6164272427558899,low,plants,hedges
office supply,ink,yes,0.7868914008140564,low,office supplies,ink
animal,cheetah,yes,0.6851184368133545,high,animals,cheetahs
animal,backscratcher,no,0.6824228763580322,high,animals,backscratchers
electronic device,freezer,yes,0.5359237194061279,low,electronic devices,freezers
dessert,dynamite,no,0.479317843914032,low,desserts,dynamites
animal,tiger,yes,0.6288539171218872,high,animals,tigers
vegetable,asparagus,yes,0.7224020957946777,low,vegetables,asparagus
vehicle,weasel,no,0.6315956711769104,high,vehicles,weasels
game,honey,no,0.41518452763557434,low,games,honey
animal,ice cream,no,0.4896959662437439,low,animals,ice creams
food,jacket,no,0.43824684619903564,low,food,jackets
animal,cream cheese,no,0.45786139369010925,low,animals,cream cheese
protective clothing,tube top,no,0.686370849609375,high,protective clothing,tube tops
fruit,saxophone,no,0.42187780141830444,low,fruits,saxophones
insect,creme brulee,no,0.38312697410583496,low,insects,creme brulee
tool,dagger,no,0.60346919298172,high,tools,daggers
animal,elephant,yes,0.5656648874282837,low,animals,elephants
animal,tongs,no,0.6513040065765381,high,animals,tongs
livestock,pickle,no,0.6642435789108276,high,livestocks,pickles
animal,tadpole,yes,0.654888391494751,high,animals,tadpoles
kitchen equipment,refrigerator,yes,0.6806898713111877,high,kitchen equipment,refrigerators
musical instrument,harmonica,yes,0.6728087663650513,high,musical instruments,harmonicas
vegetable,pea,yes,0.8186801671981812,high,vegetables,peas
food,eggplant,yes,0.5788896679878235,high,food,eggplants
mammal,pumpkin,no,0.6640474796295166,high,mammals,pumpkins
tool,bassoon,no,0.43214619159698486,low,tools,bassoons
auto part,speedometer,yes,0.601681113243103,high,auto parts,speedometers
home decor,cuckoo clock,yes,0.4588538408279419,low,home decor,cuckoo clocks
home decor,pinwheel,yes,0.5416457056999207,high,home decor,pinwheels
school supply,notebook,yes,0.78583163022995,low,school supplies,notebooks
food,bell pepper,yes,0.5533820390701294,low,food,bell peppers
tool,lighter,yes,0.6485316753387451,high,tools,lighter
tool,burrito,no,0.4494616687297821,low,tools,burritos
clothing,headband,yes,0.7032451629638672,high,clothing,headbands
accessory,footrest,no,0.7419492602348328,high,accessories,footrests
container,cooker,yes,0.5645835399627686,low,containers,cookers
musical instrument,cello,yes,0.6728572249412537,high,musical instruments,cellos
garden tool,elephant,no,0.40343326330184937,low,garden tools,elephants
animal,razor,no,0.4819050431251526,low,animals,razors
mammal,chinchilla,yes,0.7953454256057739,high,mammals,chinchillas
garden tool,saw,yes,0.7456240057945251,high,garden tools,saws
footwear,robe,no,0.779443621635437,high,footwear,robes
clothing,stool,no,0.5047925710678101,low,clothing,stools
furniture,filing cabinet,yes,0.6620136499404907,high,furniture,filing cabinets
food,stew,yes,0.6241506338119507,high,food,stew
mammal,zucchini,no,0.6698299646377563,high,mammals,zucchini
sea animal,oyster,yes,0.6604756116867065,low,sea animals,oysters
clothing,broom,no,0.7243507504463196,high,clothing,brooms
footwear,rollerskate,yes,0.5967285633087158,low,footwear,rollerskates
fruit,strawberry,yes,0.5949891209602356,low,fruits,strawberries
clothing,creme brulee,no,0.5206931233406067,low,clothing,creme brulee
container,fishbowl,yes,0.6915683150291443,high,containers,fishbowls
tool,ruler,yes,0.5654630661010742,low,tools,rulers
fastener,rubber band,yes,0.6442539095878601,low,fasteners,rubber bands
home decor,christmas tree,yes,0.7245522141456604,high,home decor,christmas trees
mammal,pea,no,0.6887659430503845,high,mammals,peas
weapon,pocketknife,yes,0.611465334892273,low,weapons,pocketknives
vegetable,parsley,yes,0.7102173566818237,low,vegetables,parsley
vehicle,quad,yes,0.6406705379486084,high,vehicles,quads
mammal,tea,no,0.44000473618507385,low,mammals,tea
garden tool,grinder,no,0.7432100176811218,high,garden tools,grinders
auto part,dynamite,no,0.42815732955932617,low,auto parts,dynamites
kitchen equipment,coffeemaker,yes,0.6572583913803101,low,kitchen equipment,coffeemakers
mammal,stretcher,no,0.6824952960014343,high,mammals,stretchers
fruit,elephant,no,0.38764986395835876,low,fruits,elephants
furniture,throne,yes,0.6605628728866577,high,furniture,thrones
seafood,snail,yes,0.561687707901001,low,seafood,snails
food,tiramisu,yes,0.5422136187553406,low,food,tiramisu
clothing,flask,no,0.49178603291511536,low,clothing,flasks
plant,mirror,no,0.4264894723892212,low,plants,mirrors
animal,chickpea,no,0.675031304359436,high,animals,chickpeas
animal,scarecrow,no,0.6326203942298889,high,animals,scarecrows
clothing,robe,yes,0.7962377071380615,high,clothing,robes
breakfast,bagel,yes,0.8492525815963745,high,breakfasts,bagels
food,mint,yes,0.543902575969696,low,food,mint
protective clothing,backscratcher,no,0.6797407865524292,high,protective clothing,backscratchers
food,rhubarb,yes,0.6288118362426758,high,food,rhubarbs
tool,squirrel,no,0.5963070392608643,high,tools,squirrels
vegetable,catfish,no,0.7602603435516357,high,vegetables,catfish
food,chinchilla,no,0.6320685148239136,high,food,chinchillas
mammal,jellyfish,no,0.7145857810974121,high,mammals,jellyfish
food,ladle,no,0.5979113578796387,high,food,ladles
food,jug,no,0.4806169867515564,low,food,jugs
animal,rat,yes,0.6410751342773438,high,animals,rats
auto part,zebra,no,0.39958447217941284,low,auto parts,zebras
seafood,cane,no,0.3630214333534241,low,seafood,canes
plant,honey,no,0.4384254813194275,low,plants,honey
breakfast,calf,no,0.5461714267730713,low,breakfasts,calves
sea animal,slug,no,0.7398213744163513,high,sea animals,slugs
clothing,wetsuit,yes,0.6834441423416138,low,clothing,wetsuits
tool,pin,yes,0.5804991126060486,low,tools,pins
food,quiche,yes,0.5951375365257263,high,food,quiches
mammal,scoop,no,0.4229606091976166,low,mammals,scoops
furniture,scallop,no,0.6795902252197266,high,furniture,scallops
auto part,bus,no,0.6838304996490479,high,auto parts,buses
tool,kite,no,0.6209604144096375,high,tools,kites
container,cheeseburger,no,0.4713132381439209,low,containers,cheeseburgers
vegetable,vegetable,yes,0.9999998211860657,high,vegetables,vegetables
animal,macaroni,no,0.6514843702316284,high,animals,macaroni
sea animal,maple syrup,no,0.45079660415649414,low,sea animals,maple syrup
mammal,squid,no,0.7541350722312927,high,mammals,squids
kitchen tool,measuring cup,yes,0.5640555620193481,low,kitchen tools,measuring cups
clothing,scoop,no,0.5116792321205139,low,clothing,scoops
outerwear,dress,no,0.7252312898635864,high,outerwear,dresses
food,blouse,no,0.4726754128932953,low,food,blouses
plant,artichoke,yes,0.7359922528266907,high,plants,artichokes
breakfast,hash,yes,0.7488735318183899,low,breakfasts,hash browns
plant,bonsai,yes,0.5746250152587891,low,plants,bonsai
fastener,button,yes,0.6105104684829712,low,fasteners,buttons
animal,koala,yes,0.68459552526474,high,animals,koalas
animal,coral,yes,0.6358940601348877,high,animals,corals
weapon,peeler,no,0.6975497007369995,high,weapons,peelers
mammal,hamster,yes,0.6662209033966064,high,mammals,hamsters
furniture,cot,yes,0.6302580833435059,high,furniture,cots
mammal,coyote,yes,0.5641746520996094,low,mammals,coyotes
tool,kitten,no,0.45251303911209106,low,tools,kittens
furniture,strawberry,no,0.44088828563690186,low,furniture,strawberries
food,chili,yes,0.5257810354232788,low,food,chilies
food,coffin,no,0.48340725898742676,low,food,coffins
container,chickpea,no,0.669699490070343,high,containers,chickpeas
container,mold,yes,0.5960793495178223,low,containers,molds
vehicle,slicer,no,0.6350036859512329,high,vehicles,slicers
weapon,arrow,yes,0.6985683441162109,high,weapons,arrows
toy,music box,yes,0.6035680770874023,low,toys,music boxes
food,watermelon,yes,0.5395269393920898,low,food,watermelons
clothing,clothes,yes,0.8477199673652649,high,clothing,clothes
tool,crank,yes,0.7760207056999207,high,tools,cranks
kitchen tool,rolling pin,yes,0.5821484327316284,low,kitchen tools,rolling pins
food,watering can,no,0.6209574341773987,high,food,watering cans
container,locker,yes,0.645941436290741,high,containers,lockers
livestock,cow,yes,0.6576970219612122,high,livestocks,cows
food,eclair,yes,0.5643938183784485,low,food,eclairs
food,cheese,yes,0.5922951698303223,high,food,cheeses
container,wok,yes,0.5799995064735413,low,containers,woks
animal,saxophone,no,0.4736197590827942,low,animals,saxophones
auto part,mandolin,no,0.43767714500427246,low,auto parts,mandolins
clothing,chalk,no,0.7083457708358765,high,clothing,chalks
food,anklet,no,0.4873112142086029,low,food,anklets
container,lunchbox,yes,0.689233660697937,high,containers,lunchboxes
container,watering can,yes,0.6873582005500793,high,containers,watering cans
weapon,torpedo,yes,0.6992321014404297,high,weapons,torpedoes
accessory,kite,no,0.7448890209197998,high,accessories,kites
clothing,t-shirt,yes,0.626997709274292,low,clothing,t-shirts
container,tea,no,0.4479050636291504,low,containers,tea
accessory,bowtie,yes,0.5819028615951538,low,accessories,bowties
animal,granola,no,0.4811592102050781,low,animals,granola
plant,jacket,no,0.43715327978134155,low,plants,jackets
office supply,chain,no,0.8954862356185913,high,office supplies,chains
food,licorice,yes,0.590927243232727,high,food,licorice
clothing,crown,yes,0.6515735387802124,low,clothing,crowns
office supply,eraser,yes,0.7772296667098999,low,office supplies,erasers
auto part,headlight,yes,0.6160787343978882,high,auto parts,headlights
vehicle,bolt,no,0.6716347932815552,high,vehicles,bolts
fruit,juice,no,0.7134839296340942,high,fruits,juices
